movie_id,movie_title,title_year,language,country,color,genres,imdb_score,plot_keywords,director_name,num_voted_users,num_user_for_reviews,num_critic_for_reviews,content_rating,facenumber_in_poster,movie_imdb_link,,,,
,Battle of the Year,2013,English,USA,Color,Drama|Music,5,3 dimensional|box office flop|critically bashed|dancing,Benson Lee,7894,25,65,PG-13,19,http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1,,,,          
,Machete Kills,2013,English,Russia,Color,Action|Comedy|Crime|Thriller,5.6,arms dealer|battle|bomb|machete|missile,Robert Rodriguez,59248,164,260,R,7,http://www.imdb.com/title/tt2002718/?ref_=fn_tt_tt_1,,,,          
,The Frozen Ground,2013,English,USA,Color,Crime|Drama|Mystery|Thriller,6.4,anchorage alaska|based on true story|pole dancer|serial killer|strip club,Scott Walker,43879,133,120,R,3,http://www.imdb.com/title/tt2005374/?ref_=fn_tt_tt_1,,,,          
,Firestorm,2013,Mandarin,China,Color,Action|Crime|Thriller,6.2,die hard scenario|gunfight|hong kong police|police escort attacked|shootout,Alan Yuen,1904,12,23,,1,http://www.imdb.com/title/tt3341072/?ref_=fn_tt_tt_1,,,,          
,The Book Thief,2013,English,USA,Color,Drama|War,7.6,basement|book|girl|library|track,Brian Percival,98741,236,252,PG-13,1,http://www.imdb.com/title/tt0816442/?ref_=fn_tt_tt_1,,,,          
,Out of Inferno,2013,Chinese,China,Color,Action,5.7,,Danny Pang,625,4,23,PG-13,2,http://www.imdb.com/title/tt2957680/?ref_=fn_tt_tt_1,,,,          
,Blue Jasmine,2013,English,USA,Color,Drama,7.3,congenital liar|mental breakdown|self deception|snob|talking to oneself,Woody Allen,150082,384,415,PG-13,1,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1,,,,          
,Getaway,2013,English,USA,Color,Action|Crime|Thriller,4.4,die hard scenario|earth viewed from space|race against time|race car driver|title at the end,Courtney Solomon,19586,109,146,PG-13,1,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1,,,,          
,Labor Day,2013,English,USA,Color,Drama,6.9,baseball|baseball practice|escaped convict|neighbor|tied to a chair,Jason Reitman,31898,111,217,PG-13,1,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,,,,          
,The Railway Man,2013,English,Australia,Color,Biography|Drama|Romance|War,7.1,japanese soldier|physical torture|pow camp|prisoner of war|reference to adolf hitler,Jonathan Teplitzky,27882,119,186,R,2,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,,,,          
,Metallica Through the Never,2013,English,USA,Color,Music,7.2,headbanger|metallica|roadie|song in title|standing on the roof of a car,Nimród Antal,13359,56,103,R,0,http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1,,,,          
,Black Nativity,2013,English,USA,Color,Drama|Family|Music|Musical,4.4,based on stage musical|based on the bible|christmas|color in title|nativity,Kasi Lemmons,1633,17,40,PG,5,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,,,,          
,The Best Man Holiday,2013,English,USA,Color,Comedy|Drama,6.7,childbirth|christmas|gay slur|infidelity|punched in the nose,Malcolm D. Lee,11600,64,56,R,5,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,,,,          
,Evil Dead,2013,English,USA,Color,Horror,6.5,book of the dead|demon|h.p. lovecraft|lesbian kiss|promise,Fede Alvarez,125016,789,543,R,0,http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1,,,,          
,The Immigrant,2013,English,USA,Color,Drama|Romance,6.6,immigrant|immigration|magician|money|prostitution,James Gray,20616,70,230,R,3,http://www.imdb.com/title/tt1951181/?ref_=fn_tt_tt_1,,,,          
,Trance,2013,English,UK,Color,Crime|Drama|Mystery|Thriller,7,amnesia|criminal|heist|hypnotherapy|lost painting,Danny Boyle,92640,212,393,R,0,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,,,,          
,Zulu,2013,English,France,Color,Crime|Drama|Thriller,6.7,apartheid|corpse|male nudity|murder|police officer,Jérôme Salle,12817,43,69,R,0,http://www.imdb.com/title/tt2249221/?ref_=fn_tt_tt_1,,,,          
,Mama,2013,English,Canada,Color,Fantasy|Horror,6.2,aunt|children|death of sister|forest|hiding in a closet,Andrés Muschietti,134869,304,393,PG-13,1,http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,,,,          
,Bad Grandpa,2013,English,USA,Color,Comedy,6.6,child beauty pageant|grandson|hidden camera|jackass|road trip,Jeff Tremaine,77724,162,157,R,0,http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1,,,,          
,Snitch,2013,English,USA,Color,Action|Drama|Thriller,6.5,cigarette smoking|dea|drugs|inspired by true events|undercover,Ric Roman Waugh,64747,122,238,PG-13,1,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,,,,          
,Peeples,2013,English,USA,Color,Comedy|Romance,5.3,african american,Tina Gordon Chism,4065,33,43,PG-13,6,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,,,,          
,Khumba,2013,English,South Africa,Color,Adventure|Animation|Family,5.8,herd|ostrich|waterhole|wildebeest|zebra,Anthony Silverston,4006,12,39,Not Rated,0,http://www.imdb.com/title/tt1487931/?ref_=fn_tt_tt_1,,,,          
,Under the Skin,2013,English,UK,Color,Drama|Horror|Sci-Fi|Thriller,6.3,alien|desire|female nudity|male frontal nudity|scotland,Jonathan Glazer,85022,616,454,R,0,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,,,,          
,21 & Over,2013,English,USA,Color,Comedy,5.9,21st birthday|college student|drunken man|pubic hair|standing up to father,Jon Lucas,60407,84,168,R,0,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,,,,          
,Admission,2013,English,USA,Color,Comedy|Drama|Romance,5.7,adoption|female protagonist|princeton university|wedding|working women,Paul Weitz,28573,87,150,PG-13,2,http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,,,,          
,The Call,2013,English,USA,Color,Crime|Thriller,6.7,911 operator|calling 911|die hard scenario|head held underwater|white villain,Brad Anderson,88241,266,285,R,0,http://www.imdb.com/title/tt1911644/?ref_=fn_tt_tt_1,,,,          
,Philomena,2013,English,UK,Color,Biography|Drama,7.6,catholic|convent|gay love|gay relationship|irish adoption board,Stephen Frears,76094,233,354,PG-13,2,http://www.imdb.com/title/tt2431286/?ref_=fn_tt_tt_1,,,,          
,Nebraska,2013,English,USA, Black and White,Adventure|Comedy|Drama,7.8,aging|billings montana|lincoln nebraska|nebraska|pickup truck,Alexander Payne,91082,274,433,R,0,http://www.imdb.com/title/tt1821549/?ref_=fn_tt_tt_1,,,,          
,About Time,2013,English,UK,Color,Drama|Fantasy|Romance,7.8,boyfriend girlfriend relationship|lingerie slip|time travel|time travel romance|wedding,Richard Curtis,202341,391,274,R,1,http://www.imdb.com/title/tt2194499/?ref_=fn_tt_tt_1,,,,          
,The Great Beauty,2013,Italian,Italy,Color,Drama,7.7,genitalia|male frontal nudity|male nudity|old age|party,Paolo Sorrentino,55516,124,280,Not Rated,2,http://www.imdb.com/title/tt2358891/?ref_=fn_tt_tt_1,,,,          
,Stoker,2013,English,UK,Color,Drama|Thriller,6.8,death|hitchcockian|psychopath|sociopath|vomiting,Chan-wook Park,84620,235,469,R,4,http://www.imdb.com/title/tt1682180/?ref_=fn_tt_tt_1,,,,          
,Inside Llewyn Davis,2013,English,USA,Color,Drama|Music,7.4,1960s|car hitting an animal|folk singer|friend|singer,Ethan Coen,96233,313,535,R,1,http://www.imdb.com/title/tt2042568/?ref_=fn_tt_tt_1,,,,          
,The Last Days on Mars,2013,English,UK,Color,Horror|Sci-Fi|Thriller,5.5,alien infection|astronaut|mars|mission|zombie,Ruairi Robinson,28570,160,120,R,0,http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1,,,,          
,One Direction: This Is Us,2013,English,USA,Color,Documentary|Music,4.1,3 dimensional|concert footage|englishman abroad|reference to keith richards|reference to the doors,Morgan Spurlock,22161,68,83,PG,11,http://www.imdb.com/title/tt2515086/?ref_=fn_tt_tt_1,,,,          
,Movie 43,2013,English,USA,Color,Comedy,4.3,awkwardness|embarrassment|gross out|irreverence|shame,Elizabeth Banks,79146,352,180,R,10,http://www.imdb.com/title/tt1333125/?ref_=fn_tt_tt_1,,,,          
,Bad Words,2013,English,USA,Color,Comedy|Drama,6.7,directed by star|indian american|spelling|spelling bee|two word title,Jason Bateman,38459,119,126,R,0,http://www.imdb.com/title/tt2170299/?ref_=fn_tt_tt_1,,,,          
,"Cinco de Mayo, La Batalla",2013,Spanish,Mexico,Color,Drama|History|War,6.2,,Rafa Lara,683,3,12,R,1,http://www.imdb.com/title/tt2553908/?ref_=fn_tt_tt_1,,,,          
,Of Horses and Men,2013,Icelandic,Iceland,Color,Comedy|Drama|Romance,6.9,barbed wire|barbed wire fence|horse|nature|snowstorm,Benedikt Erlingsson,1920,7,66,,0,http://www.imdb.com/title/tt3074732/?ref_=fn_tt_tt_1,,,,          
,Nurse 3D,2013,English,USA,Color,Horror|Thriller,4.6,carnage|female nudity|purple panties|sexual attraction|shaved labia,Douglas Aarniokoski,7286,75,129,R,0,http://www.imdb.com/title/tt1913166/?ref_=fn_tt_tt_1,,,,          
,Baggage Claim,2013,English,USA,Color,Comedy,5,woman wearing only a man's shirt,David E. Talbert,7098,41,52,PG-13,9,http://www.imdb.com/title/tt1171222/?ref_=fn_tt_tt_1,,,,          
,The Haunting in Connecticut 2: Ghosts of Georgia,2013,English,USA,Color,Drama|Horror|Mystery|Thriller,5.3,daughter|georgia|mother|slave|trailer,Tom Elkins,13167,57,79,R,0,http://www.imdb.com/title/tt1457765/?ref_=fn_tt_tt_1,,,,          
,All Is Lost,2013,English,USA,Color,Action|Adventure|Drama,6.9,boat|container|sea|shipping container|storm,J.C. Chandor,59545,312,346,PG-13,0,http://www.imdb.com/title/tt2017038/?ref_=fn_tt_tt_1,,,,          
,Yeh Jawaani Hai Deewani,2013,Hindi,India,Color,Comedy|Drama|Musical|Romance,6.9,jealousy|jumping into sea|love|swimming pool|wet clothes,Ayan Mukerji,25122,102,25,Not Rated,2,http://www.imdb.com/title/tt2178470/?ref_=fn_tt_tt_1,,,,          
,Enough Said,2013,English,USA,Color,Comedy|Drama|Romance,7.1,dating|divorcee|ex husband|ex wife|party,Nicole Holofcener,49240,142,231,PG-13,2,http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1,,,,          
,Begin Again,2013,English,USA,Color,Drama|Music,7.4,manhattan new york city|new york city|record label|singer|song,John Carney,99430,182,283,R,1,http://www.imdb.com/title/tt1980929/?ref_=fn_tt_tt_1,,,,          
,My Lucky Star,2013,Chinese,China,Color,Action|Adventure|Comedy|Romance,5.1,,Dennie Gordon,322,2,11,,2,http://www.imdb.com/title/tt2102502/?ref_=fn_tt_tt_1,,,,          
,Green Street 3: Never Back Down,2013,English,UK,Color,Action|Drama,5.4,bare breasts|firm|hooliganism|training|west ham supporter,James Nunn,3740,13,25,R,2,http://www.imdb.com/title/tt2628316/?ref_=fn_tt_tt_1,,,,          
,The Great Gatsby,2013,English,Australia,Color,Drama|Romance,7.3,ingratitude|mansion|party|title appears in writing|tragedy,Baz Luhrmann,362933,753,490,PG-13,4,http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1,,,,          
,The Christmas Candle,2013,English,UK,Color,Drama|Family,5.8,angel|candle|christmas|miracle|village,John Stephenson,844,34,9,PG,0,http://www.imdb.com/title/tt2739338/?ref_=fn_tt_tt_1,,,,          
,Dom Hemingway,2013,English,UK,Color,Comedy|Crime|Drama,6.2,male frontal nudity|male nudity|male rear nudity|nudity|sex scene,Richard Shepard,21243,66,151,R,2,http://www.imdb.com/title/tt2402105/?ref_=fn_tt_tt_1,,,,          
,Hard to Be a God,2013,Russian,Russia, Black and White,Drama|Sci-Fi,6.7,fictional war|hanging|male full frontal nudity|medieval times|nudity,Aleksey German,2518,28,121,Not Rated,0,http://www.imdb.com/title/tt2328813/?ref_=fn_tt_tt_1,,,,          
,The East,2013,English,UK,Color,Drama|Thriller,6.9,anarchist|corporation|greedy institution|vomiting|watching television,Zal Batmanglij,41856,119,200,PG-13,4,http://www.imdb.com/title/tt1869716/?ref_=fn_tt_tt_1,,,,          
,Don Jon,2013,English,USA,Color,Comedy|Drama|Romance,6.6,camera focus on female butt|cunnilingus|new jersey|oral sex|reference to facebook,Joseph Gordon-Levitt,190494,314,364,R,1,http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1,,,,          
,R100,2013,Japanese,Japan,Color,Comedy|Drama,6.1,coma|one word title|spitting|sushi|swimming pool,Hitoshi Matsumoto,1658,12,72,Unrated,0,http://www.imdb.com/title/tt2914838/?ref_=fn_tt_tt_1,,,,          
,Insidious: Chapter 2,2013,English,USA,Color,Fantasy|Horror|Thriller,6.6,barricading a door|injection in leg|police detective|supernatural|taser,James Wan,109214,269,318,PG-13,0,http://www.imdb.com/title/tt2226417/?ref_=fn_tt_tt_1,,,,          
,Instructions Not Included,2013,Spanish,Mexico,Color,Comedy|Drama,7.6,father daughter relationship,Eugenio Derbez,22105,81,41,PG-13,1,http://www.imdb.com/title/tt2378281/?ref_=fn_tt_tt_1,,,,          
,Dallas Buyers Club,2013,English,USA,Color,Biography|Drama,8,drugs|fda|gay community|hiv|homophobia,Jean-Marc Vallée,326494,340,471,R,0,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1,,,,          
,Oculus,2013,English,USA,Color,Horror|Mystery,6.5,home office|mirror|released from a mental hospital|trauma|video camera,Mike Flanagan,85688,339,336,R,0,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,,,,          
,The Way Way Back,2013,English,USA,Color,Comedy|Drama,7.4,awkward boy|shy kid|summer|vacation|water park,Nat Faxon,115813,216,276,PG-13,1,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,,,,          
,Only God Forgives,2013,English,Denmark,Color,Crime|Drama,5.7,brutal cop|drug dealer|punishment|thai boxing|vengeance,Nicolas Winding Refn,83234,475,440,R,1,http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1,,,,          
,Barfi,2013,Kannada,India,Color,Comedy|Romance,7.1,,Shekar,57,1,1,,2,http://www.imdb.com/title/tt3099638/?ref_=fn_tt_tt_1,,,,          
,Treading Water,2013,English,Mexico,Color,Comedy|Drama,6.2,,Analeine Cal y Mayor,421,3,10,,1,http://www.imdb.com/title/tt2091427/?ref_=fn_tt_tt_1,,,,          
,Hansel & Gretel Get Baked,2013,English,USA,Color,Comedy|Horror,4.3,hansel and gretel|lesbian kiss|marijuana|witch|witchcraft,Duane Journey,2806,11,46,,0,http://www.imdb.com/title/tt2081194/?ref_=fn_tt_tt_1,,,,          
,The Last Exorcism Part II,2013,English,France,Color,Drama|Horror|Thriller,4,car fire|evil|hospital|hotel|prophecy,Ed Gass-Donnelly,13506,68,161,PG-13,0,http://www.imdb.com/title/tt2034139/?ref_=fn_tt_tt_1,,,,          
,Joe,2013,English,USA,Color,Drama,6.9,alcoholic|cigarette smoking|father son relationship|teenage boy|woods,David Gordon Green,36494,118,232,R,2,http://www.imdb.com/title/tt2382396/?ref_=fn_tt_tt_1,,,,          
,"Buen Día, Ramón",2013,German,Mexico,Color,Drama,7.7,,Jorge Ramírez Suárez,2112,7,26,PG-13,0,http://www.imdb.com/title/tt2876428/?ref_=fn_tt_tt_1,,,,          
,Adore,2013,English,Australia,Color,Drama|Romance,6.2,beach|friend|friendship|happiness|neighbor,Anne Fontaine,23334,87,141,R,0,http://www.imdb.com/title/tt2103267/?ref_=fn_tt_tt_1,,,,          
,The Geographer Drank His Globe Away,2013,Russian,Russia,Color,Adventure|Drama,7.5,rafting|russia|school|student|teacher,Aleksandr Veledinskiy,2488,3,8,,0,http://www.imdb.com/title/tt3155604/?ref_=fn_tt_tt_1,,,,          
,Sharknado,2013,English,USA,Color,Horror,3.3,cult film|hurricane|school bus|shark|shark feature,Anthony C. Ferrante,34532,236,139,TV-14,0,http://www.imdb.com/title/tt2724064/?ref_=fn_tt_tt_1,,,,          
,"Batman: The Dark Knight Returns, Part 2",2013,English,USA,Color,Action|Animation|Crime|Sci-Fi|Thriller,8.4,batman|joker|mutant|tattoo on breast|the joker,Jay Oliva,30434,55,44,PG-13,0,http://www.imdb.com/title/tt2166834/?ref_=fn_tt_tt_1,,,,          
,The Purge,2013,English,USA,Color,Horror|Sci-Fi|Thriller,5.7,class differences|killing spree|one night|suburb|violence,James DeMonaco,139329,578,361,R,0,http://www.imdb.com/title/tt2184339/?ref_=fn_tt_tt_1,,,,          
,Before Midnight,2013,English,USA,Color,Drama|Romance,7.9,friend|greece|greek|hotel room|twin,Richard Linklater,95362,270,405,R,1,http://www.imdb.com/title/tt2209418/?ref_=fn_tt_tt_1,,,,          
,Open Road,2013,English,Brazil,Color,Action|Drama|Thriller,5.5,dealer|drugs|killer|police,Marcio Garcia,1370,9,9,,3,http://www.imdb.com/title/tt1922679/?ref_=fn_tt_tt_1,,,,          
,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,English,USA,Color,Comedy,2.6,exorcism|female nudity|haunted house|lesbian kiss|masturbation,Craig Moss,2978,13,29,R,0,http://www.imdb.com/title/tt2417650/?ref_=fn_tt_tt_1,,,,          
,Enter the Dangerous Mind,2013,English,USA,Color,Thriller,5.2,dubstep|tied feet,Youssef Delara,704,9,17,,0,http://www.imdb.com/title/tt2229377/?ref_=fn_tt_tt_1,,,,          
,Ida,2013,Polish,Poland, Black and White,Drama,7.4,convent|jew|jewish|nun|poland,Pawel Pawlikowski,34643,123,269,PG-13,1,http://www.imdb.com/title/tt2718492/?ref_=fn_tt_tt_1,,,,          
,A Haunted House,2013,English,USA,Color,Comedy|Fantasy,5.1,hamburger|parody|priest|psychic|woman in a bikini,Michael Tiddes,34620,107,129,R,6,http://www.imdb.com/title/tt2243537/?ref_=fn_tt_tt_1,,,,          
,Kevin Hart: Let Me Explain,2013,English,USA,Color,Comedy|Documentary,6.7,lying|montreal|reference to twitter|reference to youtube|toronto,Leslie Small,6062,30,26,R,0,http://www.imdb.com/title/tt2609912/?ref_=fn_tt_tt_1,,,,          
,The Spectacular Now,2013,English,USA,Color,Comedy|Drama|Romance,7.1,crying man|high school|high school senior|men's clothing store|party,James Ponsoldt,105591,178,220,R,1,http://www.imdb.com/title/tt1714206/?ref_=fn_tt_tt_1,,,,          
,The Lost Medallion: The Adventures of Billy Stone,2013,English,Thailand,Color,Adventure|Family|Fantasy,4.8,cave|cobra|island|medallion|waterfall,Bill Muir,1278,16,10,PG,,http://www.imdb.com/title/tt1390539/?ref_=fn_tt_tt_1,,,,          
,Plush,2013,English,USA,Color,Thriller,5.4,gay interest|guitarist|obsessed fan|seduction|sex scene,Catherine Hardwicke,2895,24,18,R,2,http://www.imdb.com/title/tt2226519/?ref_=fn_tt_tt_1,,,,          
,Coffee Town,2013,English,USA,Color,Comedy,6.6,barista|coffee|coffee shop|fight|insult,Brad Copeland,4204,19,9,,3,http://www.imdb.com/title/tt2234025/?ref_=fn_tt_tt_1,,,,          
,All Is Bright,2013,English,USA,Color,Comedy|Drama,5.6,christmas tree|french canadian|new york|salesman,Phil Morrison,4478,23,41,R,1,http://www.imdb.com/title/tt1462901/?ref_=fn_tt_tt_1,,,,          
,Straight A's,2013,English,USA,Color,Comedy|Drama,5.7,addict|paternity|rascal|swimming pool|texas,James Cox,3605,20,12,R,3,http://www.imdb.com/title/tt2024506/?ref_=fn_tt_tt_1,,,,          
,The Square,2013,Arabic,Egypt,Color,Documentary|Drama|History|News,8.1,,Jehane Noujaim,6678,42,68,Not Rated,0,http://www.imdb.com/title/tt2486682/?ref_=fn_tt_tt_1,,,,          
,Carrie,2013,English,USA,Color,Drama|Fantasy|Horror,5.9,outcast|prom|self injury|telekinesis|tragic event,Kimberly Peirce,108248,371,359,R,1,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,,,,          
,ABCD (Any Body Can Dance),2013,Hindi,India,Color,Drama|Musical,6.4,,Remo,5018,38,15,Not Rated,3,http://www.imdb.com/title/tt2321163/?ref_=fn_tt_tt_1,,,,          
,Independence Daysaster,2013,English,Canada,Color,Action|Sci-Fi,3.4,fireworks|kiss|to be continued ending|uncle nephew relationship|usaf,W.D. Hogan,761,12,10,PG-13,0,http://www.imdb.com/title/tt2645670/?ref_=fn_tt_tt_1,,,,          
,Against the Wild,2013,English,Canada,Color,Adventure|Family,4.7,cave|salmon,Richard Boddington,840,9,11,PG,3,http://www.imdb.com/title/tt2475846/?ref_=fn_tt_tt_1,,,,          
,Living Dark: The Story of Ted the Caver,2013,English,USA,Color,Horror,6.3,brother|cave|caver|dark|funeral,David Hunt,28,1,1,PG-13,0,http://www.imdb.com/title/tt2100573/?ref_=fn_tt_tt_1,,,,          
,The Lunchbox,2013,Hindi,India,Color,Drama|Romance,7.8,delivery|delivery to wrong address|lunchbox|open ended|unconventional romance,Ritesh Batra,30479,162,195,PG,2,http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1,,,,          
,Grace Unplugged,2013,English,USA,Color,Drama|Music,6.1,christianity|love|reference to justin bieber|reference to taylor swift|worship,Brad J. Silverman,2561,21,15,PG,0,http://www.imdb.com/title/tt2349460/?ref_=fn_tt_tt_1,,,,          
,The To Do List,2013,English,USA,Color,Comedy|Romance,5.8,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification,Maggie Carey,29517,79,97,R,7,http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,,,,          
,Once Upon a Time in Queens,2013,English,USA,,Comedy|Drama,6.3,,Dave Rodriguez,291,7,9,R,2,http://www.imdb.com/title/tt1639397/?ref_=fn_tt_tt_1,,,,          
,The Amazing Catfish,2013,Spanish,Mexico,Color,Comedy|Drama,7,actress shares first name with character|appendicitis|hospital|loss of mother|supermarket,Claudia Sainte-Luce,1229,2,50,,0,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,,,,          
,Home Run,2013,English,USA,Color,Drama|Sport,6,addiction|alcoholic|baseball|car accident|reference to god,David Boyd,2417,32,10,PG-13,2,http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1,,,,          
,The Knife of Don Juan,2013,Spanish,USA,Color,Comedy|Drama,7.2,,Tom Sanchez,27,1,1,,3,http://www.imdb.com/title/tt1349485/?ref_=fn_tt_tt_1,,,,          
,The Vatican Exorcisms,2013,English,Italy,Color,Horror,2.6,,Joe Marino,332,10,9,R,0,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,,,,          
,The Green Inferno,2013,English,USA,Color,Adventure|Horror,5.4,activist|amazon|color in title|rain|rain forest,Eli Roth,21468,164,285,R,0,http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,,,,          
,20 Feet from Stardom,2013,English,USA,Color,Documentary|Music,7.4,backup singer|band|bechdel test passed|concert footage|singer,Morgan Neville,9540,80,149,PG-13,0,http://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,,,,          
,Palo Alto,2013,English,USA,Color,Drama,6.3,girls' soccer|high school|high school student|soccer coach|teenager,Gia Coppola,19752,61,117,R,0,http://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1,,,,          
,Antarctica: A Year on Ice,2013,English,New Zealand,Color,Adventure|Biography|Documentary|Drama,7.6,antarctica,Anthony Powell,2482,16,31,PG,1,http://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,,,,          
,Heli,2013,Spanish,Mexico,Color,Crime|Drama|Romance,6.8,corrupt police|drug cartel|drugs|mexico|police,Amat Escalante,3499,15,87,Not Rated,0,http://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1,,,,          
,Zombie Hunter,2013,English,USA,Color,Action|Comedy|Horror,3.5,desert|drifter|seduction|siege|zombie,K. King,2057,30,150,Not Rated,2,http://www.imdb.com/title/tt2446502/?ref_=fn_tt_tt_1,,,,          
,Trance,2013,English,UK,Color,Crime|Drama|Mystery|Thriller,7,amnesia|criminal|heist|hypnotherapy|lost painting,Danny Boyle,92640,212,393,R,0,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,,,,          
,Banshee Chapter,2013,English,Germany,Color,Horror|Thriller,5.5,experiment|lsd|missing friend|mk ultra|radio broadcast,Blair Erickson,6265,56,78,R,1,http://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,,,,          
,Fruitvale Station,2013,English,USA,Color,Biography|Drama|Romance,7.5,22 year old|b.a.r.t.|bay area|birthday|police,Ryan Coogler,53919,168,327,R,0,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,,,,          
,Snitch,2013,English,USA,Color,Action|Drama|Thriller,6.5,cigarette smoking|dea|drugs|inspired by true events|undercover,Ric Roman Waugh,64748,122,238,PG-13,1,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,,,,          
,1982,2013,English,USA,Color,Drama,7.1,number in title|semi autobiographical,Tommy Oliver,122,3,6,R,4,http://www.imdb.com/title/tt2388621/?ref_=fn_tt_tt_1,,,,          
,Escape from Tomorrow,2013,English,USA, Black and White,Fantasy|Horror,5.2,diarrhea|female nudity|middle aged man|sex scene|sexy nurse,Randy Moore,7384,79,143,Not Rated,0,http://www.imdb.com/title/tt2187884/?ref_=fn_tt_tt_1,,,,          
,Treachery,2013,English,USA,Color,Drama|Thriller,3.9,panties|white panties,Travis Romero,344,5,5,,5,http://www.imdb.com/title/tt2380301/?ref_=fn_tt_tt_1,,,,          
,Water & Power,2013,English,USA,Color,Crime|Drama,6.3,,Richard Montoya,85,,,Not Rated,0,http://www.imdb.com/title/tt2052015/?ref_=fn_tt_tt_1,,,,          
,The Maid's Room,2013,English,USA,Color,Thriller,4.5,,Michael Walker,719,9,8,,0,http://www.imdb.com/title/tt2263814/?ref_=fn_tt_tt_1,,,,          
,Faith Connections,2013,Hindi,India,Color,Biography|Documentary|Drama,7,faith|ganja|kumbh mela|little boy|orphan,Pan Nalin,113,3,19,,1,http://www.imdb.com/title/tt2768766/?ref_=fn_tt_tt_1,,,,          
,Drinking Buddies,2013,English,USA,Color,Comedy|Drama|Romance,6.1,brewery|co worker|male female friendship|u haul truck|woman wearing a string bikini,Joe Swanberg,45928,106,155,R,5,http://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,,,,          
,Oz the Great and Powerful,2013,English,USA,Color,Adventure|Family|Fantasy,6.4,circus|magic|magician|oz|witch,Sam Raimi,175413,511,525,PG,4,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,,,,          
,Mutual Friends,2013,English,USA,Color,Comedy|Romance,6.8,bromance|manhattan new york city|new york city|photograph|surprise,Matthew Watts,64,3,3,,1,http://www.imdb.com/title/tt2112209/?ref_=fn_tt_tt_1,,,,          
,Roadside,2013,English,USA,Color,Drama|Horror|Mystery|Thriller,4.1,dog|gun|hostage|husband wife relationship|jealousy,Eric England,268,6,15,,0,http://www.imdb.com/title/tt1958007/?ref_=fn_tt_tt_1,,,,          
,Blue Ruin,2013,English,USA,Color,Crime|Drama|Thriller,7.1,blood splatter|car|neo noir|vengeance|vomiting,Jeremy Saulnier,42678,135,279,R,0,http://www.imdb.com/title/tt2359024/?ref_=fn_tt_tt_1,,,,          
,The Canyons,2013,English,USA,Color,Drama|Thriller,3.9,cocaine|homosexual|penis|psychopath|pubic hair,Paul Schrader,8511,87,162,R,0,http://www.imdb.com/title/tt2292959/?ref_=fn_tt_tt_1,,,,          
,UnDivided,2013,English,USA,Color,Documentary,7.8,,Sam Martin,6,1,1,PG,2,http://www.imdb.com/title/tt3564748/?ref_=fn_tt_tt_1,,,,          
