movie_id,movie_title,title_year,country,color,genres,imdb_score,plot_keywords,num_voted_users,num_user_for_reviews,num_critic_for_reviews,content_rating,facenumber_in_poster,movie_imdb_link,non_relevant_posters(ratings),non_relevant_posters(genres),,
385,Once Upon a Time in America,1984,UK,1,Crime|Drama,8.4,1920s|ambiguity|childhood friend|new york|speakeasy,221000,495,111,R,8,http://www.imdb.com/title/tt0087843/?ref_=fn_tt_tt_1,,,,          
386,Indiana Jones and the Temple of Doom,1984,USA,1,Action|Adventure,7.6,children|studio logo segues into film|temple|village|white dinner jacket,329969,524,148,PG,2,http://www.imdb.com/title/tt0087469/?ref_=fn_tt_tt_1,,,,          
387,A Passage to India,1984,UK,1,Adventure|Drama|History,7.4,doctor|english|india|magistrate|mosque,12980,89,52,PG,0,http://www.imdb.com/title/tt0087892/?ref_=fn_tt_tt_1,,,,          
388,The NeverEnding Story,1984,UK,1,Adventure|Drama|Family|Fantasy,7.4,book|dragon|story within the story|talking animal|werewolf,99557,284,99,PG,1,http://www.imdb.com/title/tt0088323/?ref_=fn_tt_tt_1,,,,          
389,Sheena,1984,UK,1,Adventure|Fantasy,4.8,chimpanzee|elephant|jungle|mercenary|shaman,3334,52,21,PG,1,http://www.imdb.com/title/tt0088103/?ref_=fn_tt_tt_1,,,,          
390,Footloose,1984,USA,1,Drama|Music|Romance,6.5,church|cowboy boots|dancing|high school dance|teenager,51459,113,60,PG,0,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,,,,          
391,The Bounty,1984,UK,1,Action|Adventure|Drama|History|Romance,7,lieutenant|lifeboat|mutiny|sailing ship|ship,17982,95,29,PG,2,http://www.imdb.com/title/tt0086993/?ref_=fn_tt_tt_1,,,,          
392,Star Trek III: The Search for Spock,1984,USA,1,Action|Adventure|Sci-Fi,6.6,dying planet|planet|regaining one's memory|sacrifice|stabbed to death,58743,192,110,PG,1,http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1,,,,          
393,Amadeus,1984,USA,1,Biography|Drama|History|Music,8.3,1800s|classical composer|composer|first person narration|opera,270790,549,134,R,0,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1,,,,          
394,Conan the Destroyer,1984,USA,1,Action|Adventure|Fantasy,5.8,gods|princess|queen|rescue|wizard,62009,109,77,PG,1,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1,,,,          
395,Beverly Hills Cop,1984,USA,1,Action|Comedy|Crime,7.3,drug dealer|drugs|murder|police brutality|police shootout,126464,175,94,R,1,http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1,,,,          
396,Firestarter,1984,USA,1,Action|Horror|Sci-Fi|Thriller,6,captain|experiment|fire|psychic|secret government agency,22797,96,45,R,1,http://www.imdb.com/title/tt0087262/?ref_=fn_tt_tt_1,,,,          
397,Gremlins,1984,USA,1,Comedy|Fantasy|Horror,7.2,bright light|midnight|pet|small town|water,142293,245,183,PG,0,http://www.imdb.com/title/tt0087363/?ref_=fn_tt_tt_1,,,,          
398,Body Double,1984,USA,1,Mystery|Thriller,6.8,actor|neighbor|police|thief|tunnel,20113,178,98,R,0,http://www.imdb.com/title/tt0086984/?ref_=fn_tt_tt_1,,,,          
399,The Ice Pirates,1984,USA,1,Action|Adventure|Comedy|Romance|Sci-Fi,5.7,bar fight|cult film|ice|psychotronic|sword fight,7767,56,41,PG,4,http://www.imdb.com/title/tt0087451/?ref_=fn_tt_tt_1,,,,          
400,Footloose,1984,USA,1,Drama|Music|Romance,6.5,church|cowboy boots|dancing|high school dance|teenager,51459,113,60,PG,0,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,,,,          
401,The Karate Kid,1984,USA,1,Action|Drama|Family|Sport,7.2,apartment|bully|fight|karate|master,126916,235,81,PG,0,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,,,,          
402,Splash,1984,USA,1,Comedy|Fantasy|Romance,6.2,cmnf|cmnf scene|mermaid|new york city|public nudity,54723,99,43,PG,2,http://www.imdb.com/title/tt0088161/?ref_=fn_tt_tt_1,,,,          
403,The Hotel New Hampshire,1984,UK,1,Comedy|Drama|Romance,6,football|hotel|teenage girl|terrorist|wien,6595,61,9,R,0,http://www.imdb.com/title/tt0087428/?ref_=fn_tt_tt_1,,,,          
404,The Terminator,1984,UK,1,Action|Sci-Fi,8.1,cyborg|future war|robot|shootout in a police station|urban setting,600266,692,204,R,1,http://www.imdb.com/title/tt0088247/?ref_=fn_tt_tt_1,,,,          
405,Police Academy,1984,USA,1,Comedy,6.7,misfit|police|police academy|police cadet|police officer,87739,133,45,R,0,http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1,,,,          
406,Friday the 13th: The Final Chapter,1984,USA,1,Horror|Thriller,5.9,friday the thirteenth|hockey mask|jason voorhees|morgue|slasher,29488,326,166,R,0,http://www.imdb.com/title/tt0087298/?ref_=fn_tt_tt_1,,,,          
407,A Nightmare on Elm Street,1984,USA,1,Horror,7.5,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,149293,668,256,X,1,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,,,,          
408,Repo Man,1984,USA,1,Comedy|Crime|Sci-Fi|Thriller,6.9,punk|punk rocker|repossession|televangelist|ufo,25332,148,131,R,3,http://www.imdb.com/title/tt0087995/?ref_=fn_tt_tt_1,,,,          
409,C.H.U.D.,1984,USA,1,Horror|Sci-Fi,5.5,bum|city|mutant|new york city|street,7528,88,77,R,0,http://www.imdb.com/title/tt0087015/?ref_=fn_tt_tt_1,,,,          
410,The Toxic Avenger,1984,USA,1,Action|Comedy|Horror|Sci-Fi,6.2,boy|health club|superhero|toxic waste|troma,19253,147,96,Unrated,0,http://www.imdb.com/title/tt0090190/?ref_=fn_tt_tt_1,,,,          
411,Miami Vice            ,1984,USA,1,Action|Crime|Drama|Mystery|Thriller,7.5,cult tv|detective|drugs|police|undercover,16769,74,21,TV-14,2,http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1,,,,          
412,Rambo: First Blood Part II,1985,USA,1,Action|Adventure|Thriller|War,6.4,1980s|mission|prison|rambo|vietnam,117606,217,96,R,0,http://www.imdb.com/title/tt0089880/?ref_=fn_tt_tt_1,,,,          
413,Out of Africa,1985,USA,1,Biography|Drama|Romance,7.2,africa|hunter|love|marriage|plantation,52339,200,66,PG,0,http://www.imdb.com/title/tt0089755/?ref_=fn_tt_tt_1,,,,          
414,A View to a Kill,1985,UK,1,Action|Adventure|Thriller,6.3,computer|earthquake|microchip|official james bond series|silicon valley,68565,300,108,PG,2,http://www.imdb.com/title/tt0090264/?ref_=fn_tt_tt_1,,,,          
415,Return to Oz,1985,UK,1,Adventure|Family|Fantasy|Horror|Mystery,6.7,chicken|delusional depression|doctor|king|mysterious girl,19568,208,56,PG,0,http://www.imdb.com/title/tt0089908/?ref_=fn_tt_tt_1,,,,          
416,Silverado,1985,USA,1,Action|Crime|Drama|Western,7.2,1880s|kiss|small town|table broken in fight|wild west,28247,149,46,PG-13,4,http://www.imdb.com/title/tt0090022/?ref_=fn_tt_tt_1,,,,          
417,Lifeforce,1985,UK,1,Action|Horror|Sci-Fi|Thriller,6.1,alien|halleys comet|life force|space vampire|vampire,15531,189,159,R,0,http://www.imdb.com/title/tt0089489/?ref_=fn_tt_tt_1,,,,          
418,Ladyhawke,1985,USA,1,Adventure|Comedy|Drama|Fantasy,7,bishop|escape|hawk|lady|thief,33597,185,52,PG-13,2,http://www.imdb.com/title/tt0089457/?ref_=fn_tt_tt_1,,,,          
419,Back to the Future,1985,USA,1,Adventure|Comedy|Sci-Fi,8.5,clock tower|delorean|future|time travel|time travel comedy,732212,809,198,PG,0,http://www.imdb.com/title/tt0088763/?ref_=fn_tt_tt_1,,,,          
420,Young Sherlock Holmes,1985,USA,1,Adventure|Fantasy|Mystery|Thriller,6.8,cult|death|delusion|girl|sherlock holmes,14870,86,64,PG-13,1,http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1,,,,          
421,Day of the Dead,1985,USA,1,Horror,7.2,bunker|experiment|military|research|scientist,49669,419,184,Unrated,1,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,,,,          
422,Red Sonja,1985,UK,1,Action|Adventure|Fantasy,5,cult film|psychotronic|sword and sorcery|talisman|warrior,30215,95,59,PG-13,1,http://www.imdb.com/title/tt0089893/?ref_=fn_tt_tt_1,,,,          
423,The Color Purple,1985,USA,1,Drama,7.8,book strap|girl|racial discrimination|racial tension|stereotype,60988,199,70,PG-13,0,http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,,,,          
424,Brazil,1985,UK,1,Drama|Sci-Fi,8,black comedy|bureaucracy|dream|terrorist|wrongful arrest,152306,513,230,R,0,http://www.imdb.com/title/tt0088846/?ref_=fn_tt_tt_1,,,,          
425,Witness,1985,USA,1,Crime|Drama|Romance|Thriller,7.4,amish|love|murder|police|train,66966,175,83,R,1,http://www.imdb.com/title/tt0090329/?ref_=fn_tt_tt_1,,,,          
426,Mad Max Beyond Thunderdome,1985,UK,1,Action|Adventure|Sci-Fi|Thriller,6.2,arena|desert|fight|mad max|post apocalypse,101840,193,117,PG-13,2,http://www.imdb.com/title/tt0089530/?ref_=fn_tt_tt_1,,,,          
427,Commando,1985,USA,1,Action|Adventure|Thriller,6.7,body count|dictator|jumping from an airplane|knife fight|one man army,111649,437,124,R,0,http://www.imdb.com/title/tt0088944/?ref_=fn_tt_tt_1,,,,          
428,The Last Dragon,1985,USA,1,Action|Comedy|Drama|Music,6.9,cult film|kung fu|kung fu classic|martial arts|title spoken by character,9424,109,55,PG-13,1,http://www.imdb.com/title/tt0089461/?ref_=fn_tt_tt_1,,,,          
429,Invasion U.S.A.,1985,USA,1,Action|Thriller,5.3,army|nightmare|one man army|rescue|spy,6143,90,54,R,1,http://www.imdb.com/title/tt0089348/?ref_=fn_tt_tt_1,,,,          
430,Pale Rider,1985,USA,1,Western,7.3,gold|miner|preacher|prospector|sheriff,39451,138,38,R,0,http://www.imdb.com/title/tt0089767/?ref_=fn_tt_tt_1,,,,          
431,The Return of the Living Dead,1985,USA,1,Comedy|Horror|Sci-Fi,7.3,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,39856,300,203,R,0,http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1,,,,          
432,The Return of the Living Dead,1985,USA,1,Comedy|Horror|Sci-Fi,7.3,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,39857,300,203,R,0,http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1,,,,          
433,Day of the Dead,1985,USA,1,Horror,7.2,bunker|experiment|military|research|scientist,49672,419,184,Unrated,1,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,,,,          
434,A Nightmare on Elm Street 2: Freddy's Revenge,1985,USA,1,Fantasy|Horror,5.4,freddy krueger|gay|gay subtext|homoeroticism|jock strap,43485,327,138,R,0,http://www.imdb.com/title/tt0089686/?ref_=fn_tt_tt_1,,,,          
435,A Room with a View,1985,UK,1,Drama|Romance,7.4,male nudity|male pubic hair|nude bathing|piano|pubic hair,29610,94,55,Unrated,0,http://www.imdb.com/title/tt0091867/?ref_=fn_tt_tt_1,,,,          
436,Krush Groove,1985,USA,1,Comedy|Drama|Music,6.6,actress shares first name with character|bar|car wash|city|d.j.,1361,16,7,R,0,http://www.imdb.com/title/tt0089444/?ref_=fn_tt_tt_1,,,,          
437,Friday the 13th: A New Beginning,1985,USA,1,Horror|Mystery|Thriller,4.7,jason voorhees|murder|new jersey|nightmare|teenager,22521,342,160,R,0,http://www.imdb.com/title/tt0089173/?ref_=fn_tt_tt_1,,,,          
438,Subway,1985,UK,1,Comedy|Drama|Thriller,6.5,band|blackmail|safe|subway|train,11031,45,30,R,1,http://www.imdb.com/title/tt0090095/?ref_=fn_tt_tt_1,,,,          
439,Def-Con 4,1985,UK,1,Action|Sci-Fi,4.3,canuxploitation|independent film|post apocalypse|remake|survival,1339,46,18,R,0,http://www.imdb.com/title/tt0087130/?ref_=fn_tt_tt_1,,,,          
440,My Beautiful Laundrette,1985,UK,1,Comedy|Drama|Romance,6.9,england|mistress|pakistani|politics|thatcher,10577,64,46,R,1,http://www.imdb.com/title/tt0091578/?ref_=fn_tt_tt_1,,,,          
441,Anne of Green Gables            ,1985,UK,1,Drama|Family,8.4,girl|heroine|kindred spirit|orphan|rural setting,14251,74,2,TV-G,0,http://www.imdb.com/title/tt0088727/?ref_=fn_tt_tt_1,,,,          
442,Legal Eagles,1986,USA,1,Comedy|Crime|Romance,5.9,judicial|judiciary|lawyer|murder|painting,7900,34,16,PG,3,http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1,,,,          
443,Little Shop of Horrors,1986,USA,1,Comedy|Horror|Musical|Sci-Fi,6.9,eclipse|florist|nerd|plant|shop,49349,165,63,PG-13,2,http://www.imdb.com/title/tt0091419/?ref_=fn_tt_tt_1,,,,          
444,Howard the Duck,1986,USA,1,Action|Adventure|Comedy|Romance|Sci-Fi,4.6,alien|duck|laser|planet|singer,33669,269,81,PG,1,http://www.imdb.com/title/tt0091225/?ref_=fn_tt_tt_1,,,,          
445,Big Trouble in Little China,1986,USA,1,Action|Adventure|Comedy|Fantasy,7.3,1980s|airport|cb radio|truck|truck driver,92464,331,180,PG-13,1,http://www.imdb.com/title/tt0090728/?ref_=fn_tt_tt_1,,,,          
446,Star Trek IV: The Voyage Home,1986,USA,1,Adventure|Comedy|Sci-Fi,7.3,alien probe|humpback whales|probe|time travel|whale,61621,219,106,PG,5,http://www.imdb.com/title/tt0092007/?ref_=fn_tt_tt_1,,,,          
447,Peggy Sue Got Married,1986,USA,1,Comedy|Drama|Fantasy|Romance,6.3,alternate history|alternate timeline|divorce|high school|reunion,27149,96,44,PG-13,0,http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1,,,,          
448,9½ Weeks,1986,USA,1,Drama|Romance,5.9,blindfolded woman|control|male dominance|sex game|sex in public,29591,118,38,R,0,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,,,,          
449,The Wraith,1986,USA,1,Action|Horror|Romance|Sci-Fi|Thriller,5.9,arizona|death|gang|police|sheriff,10082,100,70,R,2,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,,,,          
450,Aliens,1986,USA,1,Action|Adventure|Sci-Fi,8.4,alien|human versus alien|monster|rescue mission|space marine,488537,1076,250,R,1,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,,,,          
451,Shanghai Surprise,1986,UK,1,Adventure|Crime|Drama|Romance,3,china|missionary|opium|villain|year 1937,4081,28,21,PG-13,0,http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1,,,,          
452,Highlander,1986,UK,1,Action|Adventure|Fantasy,7.2,combat|head cut off|immortal|scotland|swordsman,98629,316,112,R,1,http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,,,,          
453,Top Gun,1986,USA,1,Action|Drama|Romance,6.9,flying|gay subtext|machismo|male objectification|pilot,219171,388,173,PG,2,http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1,,,,          
454,The Clan of the Cave Bear,1986,USA,1,Adventure|Drama|Fantasy,5.3,cave bear|cro magnon|neanderthal|survival|tradition,4996,62,21,R,0,http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1,,,,          
455,The Golden Child,1986,USA,1,Action|Adventure|Comedy|Fantasy|Mystery,5.9,boy|child|chosen one|demon|detective,39798,69,29,PG-13,1,http://www.imdb.com/title/tt0091129/?ref_=fn_tt_tt_1,,,,          
456,Invaders from Mars,1986,USA,1,Horror|Sci-Fi,5.5,alien|boy|nurse|school|school nurse,5187,64,52,PG,0,http://www.imdb.com/title/tt0091276/?ref_=fn_tt_tt_1,,,,          
457,The Color of Money,1986,USA,1,Drama|Sport,7,hustler|losing|pool|pool player|tournament,57831,115,59,R,1,http://www.imdb.com/title/tt0090863/?ref_=fn_tt_tt_1,,,,          
458,Crocodile Dundee,1986,UK,1,Adventure|Comedy,6.5,australian outback|crocodile|female reporter|journalist|new york city,74743,93,35,PG-13,1,http://www.imdb.com/title/tt0090555/?ref_=fn_tt_tt_1,,,,          
459,Stand by Me,1986,USA,1,Adventure|Drama,8.1,friendship|summertime|treehouse|walking on train tracks|woods,271794,584,99,R,2,http://www.imdb.com/title/tt0092005/?ref_=fn_tt_tt_1,,,,          
460,Platoon,1986,UK,1,Drama|War,8.1,1960s|famous score|hero|vietnam|vietnam war,291603,505,120,R,0,http://www.imdb.com/title/tt0091763/?ref_=fn_tt_tt_1,,,,          
461,April Fool's Day,1986,USA,1,Horror|Mystery,6.2,april fool's day|island|mansion|psycho|secret,10624,125,96,R,0,http://www.imdb.com/title/tt0090655/?ref_=fn_tt_tt_1,,,,          
462,The Texas Chainsaw Massacre 2,1986,USA,1,Comedy|Horror,5.5,chainsaw|chainsaw murder|human monster|music score composed by director|obscene finger gesture,19234,258,159,X,3,http://www.imdb.com/title/tt0092076/?ref_=fn_tt_tt_1,,,,          
463,Salvador,1986,UK,1,Drama|History|Thriller|War,7.5,1980s|el salvador|political thriller|reagan administration|war journalism,15175,89,48,R,0,http://www.imdb.com/title/tt0091886/?ref_=fn_tt_tt_1,,,,          
464,Jason Lives: Friday the 13th Part VI,1986,USA,1,Horror|Thriller,5.9,actual animal killed|death|jason voorhees|slasher flick|teen horror,25332,307,158,R,0,http://www.imdb.com/title/tt0091080/?ref_=fn_tt_tt_1,,,,          
465,Witchboard,1986,UK,1,Horror|Mystery|Thriller,5.7,evil spirit|hatchet|ouija|ouija board|psychopathic killer,4288,74,65,R,1,http://www.imdb.com/title/tt0090327/?ref_=fn_tt_tt_1,,,,          
466,River's Edge,1986,USA,0,Crime|Drama,7.1,death|friend|high school|murder|police,11763,111,45,R,2,http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1,,,,          
467,She's Gotta Have It,1986,USA,0,Comedy|Romance,6.5,female nudity|male model|nudity|rite of passage|sex,4769,26,26,R,0,http://www.imdb.com/title/tt0091939/?ref_=fn_tt_tt_1,,,,          
468,The Living Daylights,1987,UK,1,Action|Adventure|Thriller,6.7,british agent|defection|escape|kgb|soviet general,69457,271,105,PG,1,http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1,,,,          
469,Ishtar,1987,USA,1,Action|Adventure|Comedy|Music|Thriller,4.2,cia|emir|hotel|map|morocco,8692,126,49,PG-13,2,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,,,,          
470,The Running Man,1987,USA,1,Action|Crime|Sci-Fi|Thriller,6.6,game of death|government conspiracy|latina|oppression|police,112669,226,120,R,1,http://www.imdb.com/title/tt0093894/?ref_=fn_tt_tt_1,,,,          
471,Cry Freedom,1987,UK,1,Biography|Drama|History,7.5,activist|editor|journalist|newspaper|south africa,9913,51,17,PG,0,http://www.imdb.com/title/tt0092804/?ref_=fn_tt_tt_1,,,,          
472,The Untouchables,1987,USA,1,Crime|Drama|Thriller,7.9,corrupt judge|tax evasion|tough cop|white suit|year 1930,219008,418,123,R,1,http://www.imdb.com/title/tt0094226/?ref_=fn_tt_tt_1,,,,          
473,The Last Emperor,1987,UK,1,Biography|Drama|History,7.8,abdication|china|emperor|forbidden city|republic,70274,133,75,PG-13,0,http://www.imdb.com/title/tt0093389/?ref_=fn_tt_tt_1,,,,          
474,Jaws: The Revenge,1987,USA,1,Adventure|Horror|Thriller,2.8,banana boat|boat|christmas|sea|shark,30840,383,80,PG-13,0,http://www.imdb.com/title/tt0093300/?ref_=fn_tt_tt_1,,,,          
475,Spaceballs,1987,USA,1,Adventure|Comedy|Sci-Fi,7.1,parody|planet enclosed within shield|sci fi spoof|self referential|winnebago,136667,273,103,PG,2,http://www.imdb.com/title/tt0094012/?ref_=fn_tt_tt_1,,,,          
476,Beverly Hills Cop II,1987,USA,1,Action|Comedy|Crime|Thriller,6.4,detective|police|police chief|robbery|tall woman,84824,95,50,R,1,http://www.imdb.com/title/tt0092644/?ref_=fn_tt_tt_1,,,,          
477,Predator,1987,USA,1,Action|Horror|Sci-Fi,7.8,box office hit|commando|death of friend|jungle|severed arm,290949,629,217,R,1,http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1,,,,          
478,Superman IV: The Quest for Peace,1987,UK,1,Action|Adventure|Family|Sci-Fi,3.6,box office flop|dc comics|hair|nuclear disarmament|superman,33570,259,94,PG,6,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,,,,          
479,Wall Street,1987,USA,1,Crime|Drama,7.4,1980s|argument|critique of capitalism|f word|fired from the job,119150,219,114,R,2,http://www.imdb.com/title/tt0094291/?ref_=fn_tt_tt_1,,,,          
480,Radio Days,1987,USA,1,Comedy,7.6,beach|cigarette girl|radio|woman holding a baby|working class,24256,91,64,PG,0,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,,,,          
481,3 Men and a Baby,1987,USA,1,Comedy|Drama|Family,5.9,1980s|baby|heroin|package|questioned by police,36918,42,21,PG,4,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,,,,          
482,The Princess Bride,1987,USA,1,Adventure|Family|Fantasy|Romance,8.1,fairy tale|giant|pirate|princess|true love,294163,718,185,PG,0,http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,,,,          
483,Fatal Attraction,1987,USA,1,Drama|Romance|Thriller,6.9,borderline personality disorder|killing a pet|madame butterfly|new york|new york city,55101,201,94,R,0,http://www.imdb.com/title/tt0093010/?ref_=fn_tt_tt_1,,,,          
484,"Good Morning, Vietnam",1987,USA,1,Biography|Comedy|Drama|War,7.3,disc jockey|friendship|radio|vietnam|vietnamese,98348,131,62,R,1,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,,,,          
485,Malone,1987,USA,1,Action|Drama|Thriller,5.6,assassin|box office flop|cia|farmer|power,1768,37,27,R,4,http://www.imdb.com/title/tt0093483/?ref_=fn_tt_tt_1,,,,          
486,The Lost Boys,1987,USA,1,Comedy|Fantasy|Horror,7.2,1980s|california|death|small town|vampire,92924,339,147,R,3,http://www.imdb.com/title/tt0093437/?ref_=fn_tt_tt_1,,,,          
487,La Bamba,1987,USA,1,Biography|Drama|Music,6.8,crash|hispanic|interracial relationship|interracial romance|racism,21409,63,18,PG-13,1,http://www.imdb.com/title/tt0093378/?ref_=fn_tt_tt_1,,,,          
488,A Nightmare on Elm Street 3: Dream Warriors,1987,USA,1,Action|Fantasy|Horror|Thriller,6.6,dream|freddy krueger|killer|nightmare|springwood ohio,49820,311,131,X,0,http://www.imdb.com/title/tt0093629/?ref_=fn_tt_tt_1,,,,          
489,The Barbarians,1987,USA,1,Adventure|Fantasy,4.8,bare breasts|comic relief|dragon|gladiator|harem,2308,35,15,R,0,http://www.imdb.com/title/tt0092615/?ref_=fn_tt_tt_1,,,,          
490,Prison,1987,USA,1,Crime|Drama|Horror|Thriller,5.9,electric chair|haunting|prison|prisoner|revenge,2705,38,68,R,0,http://www.imdb.com/title/tt0095904/?ref_=fn_tt_tt_1,,,,          
491,Creepshow 2,1987,USA,1,Comedy|Fantasy|Horror|Thriller,6,anthology|hit and run|hit by a car|living statue|melting woman,15956,118,95,R,0,http://www.imdb.com/title/tt0092796/?ref_=fn_tt_tt_1,,,,          
492,Evil Dead II,1987,USA,1,Comedy|Fantasy|Horror|Thriller,7.8,cabin|cabin in the woods|demon|evil dead|woods,113451,537,252,X,0,http://www.imdb.com/title/tt0092991/?ref_=fn_tt_tt_1,,,,          
493,Teen Wolf Too,1987,USA,1,Comedy|Fantasy,3.2,falling in love|glowing eyes|insult|teenager|three word title,8465,65,29,PG,1,http://www.imdb.com/title/tt0094118/?ref_=fn_tt_tt_1,,,,          
494,Maurice,1987,UK,1,Drama|Romance,7.8,homosexuality|love|male full frontal nudity|male rear nudity|one word title,10755,69,29,R,1,http://www.imdb.com/title/tt0093512/?ref_=fn_tt_tt_1,,,,          
495,The Brave Little Toaster,1987,USA,1,Adventure|Animation|Comedy|Family|Fantasy|Musical,7.3,journey|obsolescence|radio|toaster|vacuum cleaner,19650,62,17,Not Rated,0,http://www.imdb.com/title/tt0092695/?ref_=fn_tt_tt_1,,,,          
496,From a Whisper to a Scream,1987,USA,1,Action|Drama|Horror|Thriller,5.9,bathtub|cult film|neck breaking|tennessee|wraparound story,1324,37,57,R,0,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,,,,          
497,Hellraiser,1987,UK,1,Fantasy|Horror,7,blood|cenobites|creature|demon|male full frontal nudity,76407,335,203,R,0,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,,,,          
498,American Ninja 2: The Confrontation,1987,USA,1,Action|Drama,4.7,blood splatter|island|motorboat|ninja|sequel to cult film,6046,46,40,R,0,http://www.imdb.com/title/tt0092548/?ref_=fn_tt_tt_1,,,,          
499,Hollywood Shuffle,1987,USA,1,Comedy,7,actor|african american|dream|two word title|written and directed by cast member,2770,32,21,R,1,http://www.imdb.com/title/tt0093200/?ref_=fn_tt_tt_1,,,,          
500,Rambo III,1988,USA,1,Action|Adventure|Thriller|War,5.7,afghanistan|colonel|rambo|rescue|soviet,92106,171,84,R,1,http://www.imdb.com/title/tt0095956/?ref_=fn_tt_tt_1,,,,          
501,Scrooged,1988,USA,1,Comedy|Drama|Fantasy,7,christmas|compassion|executive|ghost|redemption,61396,159,88,PG-13,1,http://www.imdb.com/title/tt0096061/?ref_=fn_tt_tt_1,,,,          
502,Midnight Run,1988,USA,1,Action|Comedy|Crime|Thriller,7.6,accountant|bounty hunter|fbi|mafia|mob,54042,215,77,R,1,http://www.imdb.com/title/tt0095631/?ref_=fn_tt_tt_1,,,,          
503,Die Hard,1988,USA,1,Action|Thriller,8.2,christmas|christmas eve|christmas party|held at gunpoint|hostage,592582,722,233,R,0,http://www.imdb.com/title/tt0095016/?ref_=fn_tt_tt_1,,,,          
504,Rain Man,1988,USA,1,Drama,8,buick|convertible|last will and testament|savant|travel,383784,331,100,R,3,http://www.imdb.com/title/tt0095953/?ref_=fn_tt_tt_1,,,,          
505,"Bright Lights, Big City",1988,USA,1,Drama,5.6,estranged wife|fashion show|magazine|new york city|writer,5817,37,28,R,0,http://www.imdb.com/title/tt0094799/?ref_=fn_tt_tt_1,,,,          
506,Dangerous Liaisons,1988,USA,1,Drama|Romance,7.7,catholic|corruption|emotional abuse|france|seduction,52846,143,51,R,2,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,,,,          
507,Big,1988,USA,1,Comedy|Drama|Family|Fantasy|Romance,7.3,friend|job|new york city|toy|wish,153468,204,99,PG,1,http://www.imdb.com/title/tt0094737/?ref_=fn_tt_tt_1,,,,          
508,My Stepmother Is an Alien,1988,USA,1,Comedy|Romance|Sci-Fi,5.2,alien|earth|female alien|mission|secret,21079,55,15,PG-13,0,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,,,,          
509,Twins,1988,USA,1,Comedy|Crime,6,bare chested male|brother|catholic orphanage|long lost siblings|twins,87538,79,27,PG,1,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,,,,          
510,Beetlejuice,1988,USA,1,Comedy|Fantasy,7.5,attic|ghost|surrealism|teenage girl|yuppie,189413,306,109,PG,3,http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1,,,,          
511,Crocodile Dundee II,1988,UK,1,Action|Adventure|Comedy,5.5,australia|australian|crime boss|crocodile|gangster,44096,62,32,PG,1,http://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1,,,,          
