movie_title,title_year,language,country,duration,color,genres,imdb_score,plot_keywords,director_name,Actors_name,num_voted_users,num_user_for_reviews,num_critic_for_reviews,content_rating,aspect_ratio,budget,gross,profit,facenumber_in_poster,movie_imdb_link,,,,
Anomalisa,2015,English,USA,90,Color,Animation|Comedy|Drama|Romance,7.3,full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room,Duke Johnson,Jennifer Jason Leigh |  Tom Noonan |  David Thewlis,31489,140,328,R,2.35,8000000,3442820,-4557180,0,http://www.imdb.com/title/tt2401878/?ref_=fn_tt_tt_1,,,,          
Pound of Flesh,2015,English,Canada,104,Color,Action|Thriller,5.1,fighting|hand to hand combat|jujitsu|kickboxing|organ,Ernie Barbarash,Darren Shahlavi |  Aki Aleong |  Brahim Achabbakhe,4099,29,36,R,1.85,7500000,,-7500000,0,http://www.imdb.com/title/tt3488328/?ref_=fn_tt_tt_1,,,,          
Dope,2015,English,USA,103,Color,Comedy|Crime|Drama,7.3,african american|geek|hip hop|party|tomboy,Rick Famuyiwa,Kimberly Elise |  Rick Fox |  Kiersey Clemons,56605,89,180,R,2.35,7000000,17474107,10474107,3,http://www.imdb.com/title/tt3850214/?ref_=fn_tt_tt_1,,,,          
Freeheld,2015,English,USA,103,Color,Biography|Drama|Romance,6.5,cancer|gay bar|lesbian kiss|partner|public hearing,Peter Sollett,Steve Carell |  Josh Charles |  Luke Grimes,5863,25,133,PG-13,1.85,7000000,532988,-6467012,0,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,,,,          
Criminal Activities,2015,English,USA,94,Color,Crime|Drama|Thriller,5.8,african american gangster|falling to death|in over one's head|murder|surveillance,Jackie Earle Haley,Rex Baker |  Edi Gathegi |  Travis Aaron Wade,5255,38,46,,2.35,7000000,,-7000000,3,http://www.imdb.com/title/tt3687310/?ref_=fn_tt_tt_1,,,,          
Goddess of Love,2015,English,USA,93,Color,Drama|Horror|Mystery|Thriller,5.4,female nudity|hallucination|sex scene|strip club|stripper,Jon Knautz,Rachel Alig |  Monda Scott |  Alexis Kendra,522,5,12,,2.35,,,0,0,http://www.imdb.com/title/tt3432552/?ref_=fn_tt_tt_1,,,,          
The Gift,2015,English,USA,108,Color,Mystery|Thriller,7.1,compulsive liar|fired from a job|gift|rape|substance abuse,Joel Edgerton,Busy Philipps |  Allison Tolman |  Wendell Pierce,79916,279,297,R,2.35,5000000,43771291,38771291,1,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,,,,          
The Lazarus Effect,2015,English,USA,83,Color,Horror|Sci-Fi|Thriller,5.2,electrocuted|experiment|hell|serum|university,David Gelb,Olivia Wilde |  Mark Duplass |  Donald Glover,28513,126,152,PG-13,2.35,3300000,25799043,22499043,0,http://www.imdb.com/title/tt2918436/?ref_=fn_tt_tt_1,,,,          
No Escape,2015,English,USA,103,Color,Action|Thriller,6.8,asia|fictional country|hotel|rebellion|revolution,John Erick Dowdle,Sterling Jerins |  Claire Geare |  Sahajak Boonthanakit,48675,214,203,R,1.85,5000000,27285953,22285953,0,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,,,,          
90 Minutes in Heaven,2015,English,USA,121,Color,Drama,4.6,heaven|hospital|praying|pronounced dead|recovery,Michael Polish,Hayden Christensen |  Bobby Batson |  Cynthia Barrett,2047,29,12,PG-13,2.35,5000000,4700361,-299639,0,http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1,,,,          
Green Room,2015,English,USA,95,Color,Crime|Horror|Music|Thriller,7.1,murder|neo nazi|punk band|skinhead|suspense,Jeremy Saulnier,Alia Shawkat |  Mark Webber |  Joe Cole,28845,125,322,R,2.35,5000000,3219029,-1780971,0,http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1,,,,          
The Visit,2015,English,USA,94,Color,Horror|Thriller,6.2,farm|handheld camera|impostor|rap|rock paper scissors,M. Night Shyamalan,Ocean James |  Patch Darragh |  Olivia DeJonge,65299,455,371,PG-13,1.85,5000000,65069140,60069140,,http://www.imdb.com/title/tt3567288/?ref_=fn_tt_tt_1,,,,          
Area 51,2015,English,USA,91,Color,Horror|Sci-Fi|Thriller,4.2,alien|alien abduction|conspiracy|secret base|ufo,Oren Peli,Glenn Campbell |  Sandra Staggs |  Jelena Nik,7888,55,56,R,,5000000,,-5000000,0,http://www.imdb.com/title/tt1519461/?ref_=fn_tt_tt_1,,,,          
Christmas Eve,2015,English,USA,95,Color,Comedy,5.1,,Mitch Davis,Gary Cole |  Jon Heder |  Cheryl Hines,1091,15,6,PG,,,,0,7,http://www.imdb.com/title/tt3703148/?ref_=fn_tt_tt_1,,,,          
Running Forever,2015,English,USA,88,Color,Family,8.6,,Mike Mayhall,David Raizor |  Cody Howard |  Martin Kove,8,,,,,5000000,,-5000000,2,http://www.imdb.com/title/tt4453560/?ref_=fn_tt_tt_1,,,,          
Navy Seals vs. Zombies,2015,English,USA,97,Color,Action|Horror,3.4,building|infection|navy seal|shot through the head|zombie,Stanton Barrett,Mikal Vega |  Michael Dudikoff |  Ed Quinn,928,14,21,,,,,0,1,http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1,,,,          
R.L. Stine's Monsterville: The Cabinet of Souls,2015,English,USA,85,Color,Comedy,5.9,cabinet|carnival|halloween|soul|temptress,Peter DeLuise,Katherine McNamara |  Dove Cameron |  Braeden Lemasters,917,4,5,PG,1.78,4400000,,-4400000,3,http://www.imdb.com/title/tt4386242/?ref_=fn_tt_tt_1,,,,          
Pan,2015,English,USA,111,Color,Adventure|Family|Fantasy,5.8,1940s|child hero|fantasy world|orphan|reference to peter pan,Joe Wright,Hugh Jackman |  Cara Delevingne |  Nonso Anozie,39975,186,256,PG,2.35,150000000,34964818,-115035182,4,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,,,,          
Maggie,2015,English,USA,95,Color,Drama|Horror,5.6,father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse,Henry Hobson,Joely Richardson |  J.D. Evermore |  David A Cole,30219,200,256,PG-13,2.35,8500000,131175,-8368825,2,http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1,,,,          
The Boy Next Door,2015,English,USA,91,Color,Mystery|Thriller,4.6,adultery|argument|older woman younger man relationship|oral sex|sex scene,Rob Cohen,Ryan Guzman |  Hill Harper |  Adam Hicks,27198,131,149,R,2.35,4000000,35385560,31385560,1,http://www.imdb.com/title/tt3181822/?ref_=fn_tt_tt_1,,,,          
Zipper,2015,English,USA,103,Color,Drama|Thriller,5.7,escort|f word|no opening credits|one word title|prosecutor,Mora Stephens,Ray Winstone |  Alexandra Breckenridge |  Elena Satine,4091,20,35,R,2.35,4500000,,-4500000,0,http://www.imdb.com/title/tt3346224/?ref_=fn_tt_tt_1,,,,          
Chain of Command,2015,English,USA,88,Color,Action|Thriller,3.5,army|michael jai white|ohio|steve austin,Kevin Carraway,Michael Jai White |  Max Ryan |  Jon Osbeck,801,14,11,R,1.33,5000000,,-5000000,3,http://www.imdb.com/title/tt4340720/?ref_=fn_tt_tt_1,,,,          
The Witch,2015,English,USA,92,Color,Horror|Mystery,6.8,black magic|goat|isolation|naked woman|witch,Robert Eggers,Julian Richings |  Kate Dickie |  Ralph Ineson,66483,452,425,R,1.66,3500000,25138292,21638292,0,http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1,,,,          
Time to Choose,2015,English,USA,100,Color,Documentary,7,,Charles Ferguson,Jane Goodall |  Jerry Brown |  Peter Agnefjall,75,2,6,,,3500000,29233,-3470767,0,http://www.imdb.com/title/tt5001130/?ref_=fn_tt_tt_1,,,,          
Slow West,2015,English,UK,84,Color,Western,6.9,american west|bounty hunter|frontier|horse riding|outlaw,John Maclean,Michael Fassbender |  Kodi Smit-McPhee |  Ben Mendelsohn,27650,88,246,R,1.66,,229094,229094,2,http://www.imdb.com/title/tt3205376/?ref_=fn_tt_tt_1,,,,          
Demonic,2015,English,USA,83,Color,Horror|Thriller,5.3,death|detective|house|missing|supernatural,Will Canon,Frank Grillo |  Scott Mechlowicz |  Aaron Yoo,7358,39,58,R,,3000000,,-3000000,1,http://www.imdb.com/title/tt1841642/?ref_=fn_tt_tt_1,,,,          
AWOL-72,2015,English,USA,82,Color,Thriller,3.9,police officer|police officer taken hostage,Christian Sesma,Bokeem Woodbine |  Brooke Newton |  Brett Wagner,520,8,6,R,,3000000,,-3000000,4,http://www.imdb.com/title/tt2048865/?ref_=fn_tt_tt_1,,,,          
Cinderella,2015,English,USA,105,Color,Drama|Family|Fantasy|Romance,7,dress|duke|fairy godmother|fairy tale|pumpkin,Kenneth Branagh,Hayley Atwell |  Derek Jacobi |  Lily James,103749,323,343,PG,2.35,95000000,201148159,106148159,1,http://www.imdb.com/title/tt1661199/?ref_=fn_tt_tt_1,,,,          
Close Range,2015,English,USA,80,Color,Action|Crime,4.9,corrupt sheriff|drug cartel|flash drive|niece|sheriff,Isaac Florentine,Anthony L. Fernandez |  Nick Chinlund |  Scott Evans,2425,31,28,,,3000000,,-3000000,1,http://www.imdb.com/title/tt3511596/?ref_=fn_tt_tt_1,,,,          
Unnatural,2015,English,USA,89,Color,Action|Horror|Thriller,4,alaska|climate change|global|polar bear|scientific,Hank Braxtan,Q'orianka Kilcher |  Gregory Cruz |  Allegra Carpenter,859,17,14,R,2.35,3000000,,-3000000,0,http://www.imdb.com/title/tt3551400/?ref_=fn_tt_tt_1,,,,          
Sardaar Ji,2015,Panjabi,Canada,141,Color,Romance,6.6,,Rohit Jugraj,Bhavkhandan Singh Rakhra |  Neeru Bajwa |  Diljit Dosanjh,745,8,1,,,3000000,,-3000000,2,http://www.imdb.com/title/tt4080386/?ref_=fn_tt_tt_1,,,,          
Stung,2015,English,Germany,87,Color,Comedy|Horror,5,catering|monster|one word title|party|wasp,Benni Diez,Clifton Collins Jr. |  Cecilia Pillado |  David Masterson,3119,23,95,Not Rated,2.35,2500000,,-2500000,0,http://www.imdb.com/title/tt3300572/?ref_=fn_tt_tt_1,,,,          
The Rise of the Krays,2015,English,UK,110,,Crime|Drama,5,,Zackary Adler,Simon Merrells |  Kevin Leslie |  Kris Sommerville,1510,26,10,R,,2500000,,-2500000,0,http://www.imdb.com/title/tt2945796/?ref_=fn_tt_tt_1,,,,          
Do You Believe?,2015,English,USA,120,Color,Drama,5.9,belief|faith|pastor|question in title|three word title,Jon Gunn,Alexa PenaVega |  Delroy Lindo |  Madison Pettis,4977,63,11,PG-13,,2300000,12985267,10685267,5,http://www.imdb.com/title/tt4056738/?ref_=fn_tt_tt_1,,,,          
Eden,2015,English,Spain,90,Color,Drama|Thriller,4.8,flare gun|island|plane crash|soccer team|stranded,Shyam Madiraju,Jessica Lowndes |  Ethan Peck |  Brad Schmidt,1351,4,5,R,,,,0,2,http://www.imdb.com/title/tt3032282/?ref_=fn_tt_tt_1,,,,          
Mi America,2015,English,USA,125,Color,Crime|Drama,7.2,,Robert Fontaine,Michael Derek |  Arturo Castro |  Brad Lee Wind,22,1,4,R,2.35,2100000,3330,-2096670,0,http://www.imdb.com/title/tt2460506/?ref_=fn_tt_tt_1,,,,          
Sharkskin,2015,English,USA,100,Color,Comedy|Drama|Mystery|Romance|Thriller,6.7,,Dan Perri,Travis Myers |  David Proval |  Carmen Argenziano,6,1,1,,2.39,2100000,,-2100000,0,http://www.imdb.com/title/tt2317796/?ref_=fn_tt_tt_1,,,,          
Containment,2015,English,UK,77,Color,Horror|Sci-Fi|Thriller,4.8,hazmat suit,Neil Mcenery-West,Walter Hendrix III |  Michael Chapman |  Louise Brealey,1355,21,33,,,,,0,0,http://www.imdb.com/title/tt3561236/?ref_=fn_tt_tt_1,,,,          
The Timber,2015,English,USA,81,Color,Adventure|Drama|Western,5.5,,Anthony O'Brien,James Ransone |  Maria Doyle Kennedy |  Shaun O'Hagan,1274,17,19,,2.35,2100000,,-2100000,1,http://www.imdb.com/title/tt2215673/?ref_=fn_tt_tt_1,,,,          
We Are Your Friends,2015,English,UK,96,Color,Drama|Music|Romance,6.1,box office flop|critically bashed|male objectification|narcissism|wannabe dj,Max Joseph,Vanessa Lengies |  Emily Ratajkowski |  Jonny Weston,20885,60,158,R,1.85,2000000,3590010,1590010,0,http://www.imdb.com/title/tt3787590/?ref_=fn_tt_tt_1,,,,          
Captive,2015,English,USA,97,Color,Crime|Drama|Thriller,5.3,auto theft|based on true story|drug addict|kidnapping|violence,Jerry Jameson,David Oyelowo |  Leonor Varela |  Sydelle Noel,3911,22,39,PG-13,1.85,2000000,2557668,557668,1,http://www.imdb.com/title/tt3268668/?ref_=fn_tt_tt_1,,,,          
The Diary of a Teenage Girl,2015,English,USA,102,Color,Drama|Romance,6.9,1970s|mother's boyfriend|overalls|phone booth|sexual promiscuity,Marielle Heller,Alexander Skarsgård |  David Fine |  Austin Lyon,16645,72,168,R,2.35,2000000,1477002,-522998,3,http://www.imdb.com/title/tt3172532/?ref_=fn_tt_tt_1,,,,          
Stonewall,2015,English,USA,129,Color,Drama,4.5,box office flop|critically bashed|gay rights|new york city|stonewall riots,Roland Emmerich,Jeremy Irvine |  Caleb Landry Jones |  Matt Craven,1758,30,74,R,2.35,13500000,186354,-13313646,0,http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1,,,,          
Circle,2015,English,USA,87,Color,Drama|Horror|Mystery|Sci-Fi|Thriller,6,alien abduction|debate|lesbian|pregnant|spaceship,Aaron Hann,Jordi Vilasuso |  Michael McLafferty |  Kaiwi Lyman-Mersereau,13279,59,29,Not Rated,,,,0,0,http://www.imdb.com/title/tt3118452/?ref_=fn_tt_tt_1,,,,          
"To Be Frank, Sinatra at 100",2015,English,UK,81,Color,Documentary,7.4,,Simon Napier-Bell,Alice Cooper |  Tim Rice |  Louis Walsh,7,,,,,2000000,,-2000000,0,http://www.imdb.com/title/tt4704314/?ref_=fn_tt_tt_1,,,,          
The Walking Deceased,2015,English,USA,88,Color,Comedy|Horror,3.4,zombie|zombie spoof,Scott Dow,Trenton Rostedt |  Wray Crawford |  Dave Sheridan,2348,25,23,R,,1250000,,-1250000,0,http://www.imdb.com/title/tt3499458/?ref_=fn_tt_tt_1,,,,          
The Curse of Downers Grove,2015,English,USA,89,Color,Drama|Horror|Mystery|Thriller,4.5,,Derick Martini,Kevin Zegers |  Bella Heathcote |  Tom Arnold,1040,22,32,,,2000000,,-2000000,1,http://www.imdb.com/title/tt1772261/?ref_=fn_tt_tt_1,,,,          
Shark Lake,2015,English,USA,92,Color,Thriller,3.4,blood|daughter|jail|police|shark,Jerry Dugan,Melissa Bolona |  Michael Aaron Milligan |  James Chalke,838,17,18,Not Rated,,2000000,,-2000000,0,http://www.imdb.com/title/tt4416518/?ref_=fn_tt_tt_1,,,,          
The Marine 4: Moving Target,2015,English,USA,90,Color,Action|Thriller,5.2,killed in police car|mercenary|police officer shot in the leg|police officer shot through the heart|whistleblower,William Kaufman,Paul McGillion |  Mike 'The Miz' Mizanin |  David Lewis,2032,15,23,R,1.78,1950000,,-1950000,2,http://www.imdb.com/title/tt3528666/?ref_=fn_tt_tt_1,,,,          
Abandoned,2015,English,New Zealand,86,Color,Drama,6.3,boat|one word title|sea|storm|survivor,John Laing,Siobhan Marshall |  Peter Feeney |  Rachel Nash,333,6,,,,,,0,5,http://www.imdb.com/title/tt4519006/?ref_=fn_tt_tt_1,,,,          
Brotherly Love,2015,English,USA,89,Color,Drama,7.2,basketball|burglary|police|robbery|teenage girl,Jamal Hill,Logan Browning |  Adam Ratcliffe |  Faizon Love,744,19,10,R,1.85,1900000,444044,-1455956,6,http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1,,,,          
Vaalu,2015,Tamil,India,155,Color,Comedy|Romance,5.1,,Vijay Chandar,Hansika Motwani |  T.R. Silambarasan |  Brahmanandam,563,6,3,,,150000000,,-150000000,2,http://www.imdb.com/title/tt3566698/?ref_=fn_tt_tt_1,,,,          
Road Hard,2015,English,USA,98,Color,Comedy,6.1,girl in panties|panties|red panties|stand up comedy,Adam Carolla,Jay Mohr |  Jim O'Heir |  David Alan Grier,1351,11,14,,,1500000,105943,-1394057,0,http://www.imdb.com/title/tt3110770/?ref_=fn_tt_tt_1,,,,          
Me You and Five Bucks,2015,English,USA,93,Color,Comedy|Drama|Romance,7.6,,Jaime Zevallos,Angela Sarafyan |  Jaime Zevallos |  Michael Elian,7,,,,,1500000,,-1500000,1,http://www.imdb.com/title/tt2265431/?ref_=fn_tt_tt_1,,,,          
Growing Up Smith,2015,English,USA,102,Color,Comedy|Drama|Family,8.2,adolescence|girl next door|growing vegetables|high standards|sent away,Frank Lotito,Brighton Sharbino |  Jake Busey |  Tim Guinee,108,1,,PG-13,1.85,2000000,,-2000000,,http://www.imdb.com/title/tt1105355/?ref_=fn_tt_tt_1,,,,          
Checkmate,2015,English,USA,97,Color,Action|Crime|Thriller,3.1,,Timothy Woodward Jr.,Katrina Law |  Johnny Messner |  Michael Paré,735,18,6,,2.35,1500000,,-1500000,3,http://www.imdb.com/title/tt3781616/?ref_=fn_tt_tt_1,,,,          
#Horror,2015,English,USA,101,Color,Drama|Horror|Mystery|Thriller,3.3,bullying|cyberbullying|girl|internet|throat slitting,Tara Subkoff,Timothy Hutton |  Balthazar Getty |  Lydia Hearst,1547,42,35,Not Rated,,1500000,,-1500000,1,http://www.imdb.com/title/tt3526286/?ref_=fn_tt_tt_1,,,,          
Wind Walkers,2015,English,USA,93,Color,Action|Horror|Thriller,3.6,after dark horrorfest,Russell Friedenberg,Rudy Youngblood |  Glen Powell |  Kiowa Gordon,133,2,27,R,,2000000,,-2000000,,http://www.imdb.com/title/tt1236254/?ref_=fn_tt_tt_1,,,,          
The Second Mother,2015,Portuguese,Brazil,112,Color,Comedy|Drama,7.9,brazil|exam|housekeeper|northeast region of brazil|portuguese language,Anna Muylaert,Alex Huszar |  Regina Casé |  Luis Miranda,7025,26,111,R,2.35,4000000,375723,-3624277,1,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,,,,          
The Wicked Within,2015,English,USA,84,Color,Horror,4.6,after dark horrorfest,Jay Alaimo,William McNamara |  Sabrina Carmichael |  Patrick Muldoon,742,7,9,R,,1200000,,-1200000,0,http://www.imdb.com/title/tt1943014/?ref_=fn_tt_tt_1,,,,          
Bleeding Hearts,2015,English,USA,100,Color,Horror,4.2,bare breasts|bra and panties|nudity|syringe,Dylan Bank,Seregon O'Dassey |  Deirdre Lorenz |  Dustin Diamond,71,2,7,,,1200000,,-1200000,1,http://www.imdb.com/title/tt2622294/?ref_=fn_tt_tt_1,,,,          
Departure,2015,English,UK,109,Color,Drama|Family|Romance,7,france|gay|language|male masturbation|masturbation,Andrew Steggall,Juliet Stevenson |  Alex Lawther |  Niamh Cusack,162,5,29,,1.85,1100000,,-1100000,0,http://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1,,,,          
Goosebumps,2015,English,USA,103,Color,Adventure|Comedy|Family|Fantasy|Horror,6.4,based on book|blob|ferris wheel|manuscript|monster,Rob Letterman,Odeya Rush |  Dylan Minnette |  Ken Marino,47988,154,218,PG,2.35,58000000,80021740,22021740,4,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,,,,          
Creative Control,2015,English,USA,97,Color,Drama|Sci-Fi,5.5,art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction,Benjamin Dickinson,Nora Zehetner |  Alexia Rasmussen |  Meredith Hagner,1048,7,36,R,2.39,1000000,62480,-937520,1,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,,,,          
Karachi se Lahore,2015,Urdu,Pakistan,,Color,Comedy|Family,7,pakistan|road trip,Wajahat Rauf,Rasheed Naz |  Ayesha Omar |  Javed Sheikh,876,15,6,,,1000000,,-1000000,9,http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,,,,          
Fear Clinic,2015,English,USA,95,Color,Horror,5.2,bare breasts|based on web series|claustrophobia|doctor|phobia,Robert Hall,Angelina Armani |  Kevin Gage |  Fiona Dourif,6256,19,39,R,2.35,1000000,,-1000000,0,http://www.imdb.com/title/tt2165765/?ref_=fn_tt_tt_1,,,,          
The Horror Network Vol. 1,2015,English,USA,97,Color,Horror,7.3,anthology,Brian Dorton,Javier Botet |  Brian Dorton |  Jan Cornet,139,3,10,,,3000000,,-3000000,0,http://www.imdb.com/title/tt3034146/?ref_=fn_tt_tt_1,,,,          
American Hero,2015,English,USA,86,Color,Action|Comedy|Drama|Sci-Fi,4.9,father son relationship|female nudity|mother daughter relationship|reconciliation|superhero,Nick Love,Eddie Griffin |  Christopher Berry |  Michelle Tabora,2706,23,16,,,990000,,-990000,2,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,,,,          
Windsor Drive,2015,English,USA,90,Color,Mystery|Thriller,3.2,,Natalie Bible',Tommy O'Reilly |  Samaire Armstrong |  Matt Cohen,169,6,7,,,100000,,-100000,1,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,,,,          
Adulterers,2015,English,USA,91,Color,Crime|Drama|Thriller,4.9,cheating husband|female nudity|male nudity|male rear nudity|revenge,H.M. Coakley,Mehcad Brooks |  Steffinnie Phrommany |  Danielle Savre,514,1,8,,2.35,750000,,-750000,3,http://www.imdb.com/title/tt4044464/?ref_=fn_tt_tt_1,,,,          
Walter,2015,English,USA,94,Color,Comedy|Drama,5.3,based on short film|based on short story,Anna Mastro,Leven Rambin |  Justin Kirk |  Virginia Madsen,1432,19,10,,,700000,,-700000,2,http://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1,,,,          
They Will Have to Kill Us First,2015,French,UK,105,Color,Documentary,7.7,,Johanna Schwartz,Aliou Touré |  Garba Touré |  Khaira Arby,74,2,22,,,400000,,-400000,3,http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,,,,          
Julija in alfa Romeo,2015,Slovenian,Slovenia,83,Color,Comedy,6.4,,Blaz Zavrsnik,Dario Nozic Serini |  Spela Colja |  Andrej Nahtigal,86,2,2,,2.35,500000,,-500000,6,http://www.imdb.com/title/tt4374230/?ref_=fn_tt_tt_1,,,,          
Home,2015,English,USA,94,Color,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,6.7,alien friendship|alien invasion|australia|flying car|mother daughter relationship,Tim Johnson,Jim Parsons |  Matt Jones |  April Winchell,70136,214,165,PG,1.85,135000000,177343675,42343675,0,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,,,,          
America Is Still the Place,2015,English,USA,90,Color,History,7.5,,Patrick Gilles,Emma Caulfield |  Dylan Baker |  Mike Colter,22,,,,,,,0,0,http://www.imdb.com/title/tt3417110/?ref_=fn_tt_tt_1,,,,          
Subconscious,2015,English,USA,122,Color,Action|Mystery|Thriller,2.2,military|submarine|suspense|time travel|world war two,Georgia Hilton,Mike Beckingham |  Tim Abell |  Tom Stedham,292,16,1,R,,,,0,0,http://www.imdb.com/title/tt2909932/?ref_=fn_tt_tt_1,,,,          
Diamond Ruff,2015,English,USA,82,Color,Action,4.3,prison|prisoner|reverend|terminal illness|two word title,Alec Asten,Luis Sanchez |  Dennis L.A. White |  Fredro Starr,53,5,1,R,,500000,,-500000,6,http://www.imdb.com/title/tt2111292/?ref_=fn_tt_tt_1,,,,          
Censored Voices,2015,Hebrew,Israel,84,Color,Documentary|History,7.2,,Mor Loushy,Amos Oz,186,3,23,,1.78,450000,34151,-415849,0,http://www.imdb.com/title/tt3457376/?ref_=fn_tt_tt_1,,,,          
Rotor DR1,2015,English,USA,98,Color,Family|Sci-Fi,3.4,drone|playing with gun|post apocalypse|road trip|working class family,Chad Kapper,Tom E. Nicholson |  Natalie Welch |  Christian Kapper,209,8,4,,2.35,350000,,-350000,2,http://www.imdb.com/title/tt4162992/?ref_=fn_tt_tt_1,,,,          
The Looking Glass,2015,English,USA,110,Color,Drama|Music,6.6,,John D. Hancock,Trish Basinger |  Elizabeth Stenholt |  Mary Norwood,82,1,4,,,,1711,1711,0,http://www.imdb.com/title/tt2912776/?ref_=fn_tt_tt_1,,,,          
Bizarre,2015,English,France,98,Color,Drama|Musical|Romance,4.3,full frontal nudity|group shower|male full frontal nudity|male nudity|shower,Étienne Faure,Rumi Missabu |  Pierre Prieur |  Raquel Nave,569,1,9,Unrated,1.78,500000,,-500000,0,http://www.imdb.com/title/tt3904272/?ref_=fn_tt_tt_1,,,,          
Teeth and Blood,2015,English,USA,96,Color,Horror,4.3,blood|teeth,Al Franklin,Marshal Hilton |  Steffinnie Phrommany |  Clint Jung,24,2,,,16,300000,,-300000,0,http://www.imdb.com/title/tt1991199/?ref_=fn_tt_tt_1,,,,          
Western Religion,2015,English,USA,105,Color,Adventure|Drama|Fantasy|Thriller|Western,4,arizona|gambling|gunfighter|poker game|year 1879,James O'Brien,Mark Fantasia |  Vivian Lamolli |  Greg Jackson,146,4,5,,,250000,,-250000,0,http://www.imdb.com/title/tt3210710/?ref_=fn_tt_tt_1,,,,          
Shooting the Warwicks,2015,English,USA,95,Color,Comedy|Drama,6.2,family relationships|husband wife relationship|nudity|reality|reality spoof,Adam Rifkin,Marri Savinar |  Adam Rifkin |  Bethany Blakey,81,1,4,,,250000,,-250000,0,http://www.imdb.com/title/tt2690560/?ref_=fn_tt_tt_1,,,,          
The World Is Mine,2015,Romanian,Romania,104,Color,Drama,6.5,,Nicolae Constantin Tanase,Iulia Ciochina |  Ana Maria Guran |  Ana Vatamanu,354,1,5,,,168000,,-168000,1,http://www.imdb.com/title/tt4707756/?ref_=fn_tt_tt_1,,,,          
Heroes of Dirt,2015,English,USA,98,Color,Action|Drama|Sport,7.1,bike|bmx|drugs|troubled teen|youth,Eric Bugbee,Joel Moody |  Bill Allen |  Lia Tucker,53,1,2,PG-13,,,,0,0,http://www.imdb.com/title/tt1934172/?ref_=fn_tt_tt_1,,,,          
Antarctic Edge: 70° South,2015,English,USA,72,Color,Adventure|Documentary,7,,Dena Seidel,Naderev Sano |  Hugh Ducklow |  Mike Brett,123,2,5,,,150000,4914,-145086,0,http://www.imdb.com/title/tt2780714/?ref_=fn_tt_tt_1,,,,          
Romantic Schemer,2015,English,USA,,Color,Romance,5.1,,Valentine,Diane Sorrentino |  Valentine,172,,,PG-13,,125000,,-125000,2,http://www.imdb.com/title/tt4607906/?ref_=fn_tt_tt_1,,,,          
The Gallows,2015,English,USA,81,Color,Horror|Thriller,4.2,breaking and entering|gallows|hanging|high school|stage,Travis Cluff,Pfeifer Brown |  Cassidy Gifford |  Reese Mishler,13521,150,159,R,1.85,100000,22757819,22657819,0,http://www.imdb.com/title/tt2309260/?ref_=fn_tt_tt_1,,,,          
Queen Crab,2015,English,USA,80,Color,Action|Sci-Fi|Thriller,4.5,,Brett Piper,Michelle Simone Miller |  Steve Diasparra |  A.J. DeLucia,48,18,18,,,75000,,-75000,0,http://www.imdb.com/title/tt2319456/?ref_=fn_tt_tt_1,,,,          
Counting,2015,English,USA,111,Color,Documentary,6,city|city symphony|diary|essay|surveillance,Jem Cohen,,61,1,12,,1.78,50000,,-50000,0,http://www.imdb.com/title/tt4462082/?ref_=fn_tt_tt_1,,,,          
Dutch Kills,2015,English,USA,90,Color,Crime|Drama|Thriller,4.8,,Joseph Mazzella,Tjasa Ferme |  Mikaal Bates |  Damon Owlia,57,2,,,,25000,,-25000,2,http://www.imdb.com/title/tt2759066/?ref_=fn_tt_tt_1,,,,          
Exeter,2015,English,USA,91,Color,Horror|Mystery|Thriller,4.6,asylum|demon|party|secret|teenager,Marcus Nispel,Ashley Tramonte |  Brittany Curran |  Lindsay MacDonald,3836,33,43,R,1.85,,,0,0,http://www.imdb.com/title/tt1945044/?ref_=fn_tt_tt_1,,,,          
